Model,Dataset,Top_K,Common_Features,ID_Only_Features,OOD_Only_Features,Overlap_Percent
BiLSTM,Human-ID vs OOD,10,,"reuters, washington, apps, fears, u, house, internal, yahoo, google, s","news, highlighted, day, concept, here, an, 26, end, he, john",0.0
